-7.323926687240600586e-02,-5.514433979988098145e-02
-3.018010221421718597e-02,2.401577867567539215e-02
-1.251616925001144409e-01,-1.108866855502128601e-01
1.136782392859458923e-02,1.126359179615974426e-01
-5.740094184875488281e-02,4.784517362713813782e-02
8.141864091157913208e-02,7.027103751897811890e-02
1.057109832763671875e-01,-5.856141075491905212e-02
3.776722401380538940e-02,1.122091780416667461e-03
-7.645860314369201660e-02,7.064654678106307983e-02
-8.226383477449417114e-02,-7.183912210166454315e-03
-1.056273058056831360e-01,4.707907885313034058e-02
-1.222427934408187866e-01,7.903268188238143921e-02
1.525247395038604736e-01,4.339728876948356628e-02
-1.416301280260086060e-01,2.232204377651214600e-02
6.890549510717391968e-02,-2.261429792270064354e-03
1.278235614299774170e-01,4.482919722795486450e-02
-2.452545054256916046e-02,2.469725534319877625e-02
-8.462601155042648315e-02,7.225024700164794922e-02
-6.172409653663635254e-02,-1.094398647546768188e-02
-4.332327842712402344e-02,1.072171702980995178e-01
-1.927176862955093384e-02,-5.112223699688911438e-02
3.049210458993911743e-02,-4.427467659115791321e-02
-6.669023633003234863e-02,5.265402793884277344e-02
6.240540742874145508e-02,1.122533082962036133e-01
-5.865486338734626770e-02,2.335843630135059357e-03
5.476906150579452515e-02,4.523043055087327957e-03
-2.256084792315959930e-02,5.882816389203071594e-02
-9.385749697685241699e-02,-7.212907075881958008e-02
-9.763438254594802856e-02,8.572930842638015747e-02
-5.304633453488349915e-02,-4.385161679238080978e-03
-1.331875473260879517e-01,-6.432989239692687988e-02
-6.277175992727279663e-02,-7.685503363609313965e-02
-3.882061317563056946e-02,-8.046352863311767578e-02
-3.486001119017601013e-02,-2.065248638391494751e-01
-4.046188667416572571e-02,-3.854009136557579041e-02
-1.103627085685729980e-01,7.195201516151428223e-02
-6.898674368858337402e-02,-1.858949363231658936e-01
-7.009114325046539307e-02,-7.934784516692161560e-03
7.925409823656082153e-02,-3.426304459571838379e-02
2.148353867232799530e-02,-5.999632552266120911e-02
4.528608545660972595e-02,9.481052309274673462e-02
-1.779616437852382660e-02,2.261731401085853577e-02
-8.173834532499313354e-03,7.217584550380706787e-02
1.421354711055755615e-01,1.014093086123466492e-01
4.050605744123458862e-02,9.881836920976638794e-02
-1.239859759807586670e-01,-6.697747111320495605e-02
-9.969301521778106689e-02,2.467435784637928009e-02
-8.192225545644760132e-02,1.708638295531272888e-02
-1.762596704065799713e-02,-1.714102625846862793e-01
-8.427063003182411194e-04,7.115516811609268188e-02
8.068991452455520630e-02,1.521663665771484375e-01
6.206352263689041138e-03,6.416708696633577347e-03
6.689541041851043701e-02,6.007672473788261414e-02
1.132803335785865784e-01,-1.568539738655090332e-01
8.696411550045013428e-02,6.157468259334564209e-02
-1.838035434484481812e-01,-3.954364359378814697e-02
1.433137655258178711e-01,-7.633231580257415771e-03
-1.417709887027740479e-02,2.650595642626285553e-02
-2.600010484457015991e-02,-4.347721859812736511e-02
1.077213585376739502e-01,3.600218519568443298e-02
-2.155442722141742706e-02,-1.025320664048194885e-01
-2.755584008991718292e-02,-5.143115296959877014e-02
7.885317504405975342e-02,3.379028290510177612e-03
-3.531737253069877625e-02,3.833317011594772339e-02
